Graph,RootType,Heuristic,Strategy,ColorCount,Time,VertexCount
0.edge,1,RLF,WholePrime,162,0.6822714000009,1000
0.edge,1,RLF,Quotient,164,5.308482199907303,1000
0.edge,1,RLF,WholeGraph,163,1.676601900253445,1000
0.edge,1,Greedy,WholePrime,180,0.6749676996842027,1000
0.edge,1,Greedy,Quotient,164,5.355327900033444,1000
0.edge,1,Greedy,WholeGraph,181,1.4237768999300897,1000
0.edge,1,DSatur,WholePrime,161,1.2949716998264194,1000
0.edge,1,DSatur,Quotient,164,5.602880000136793,1000
0.edge,1,DSatur,WholeGraph,161,4.116199299693108,1000
0.edge,1,TabuCol,WholePrime,159,45.8994704997167,1000
0.edge,1,TabuCol,Quotient,164,12.580532500054687,1000
0.edge,1,TabuCol,WholeGraph,163,14.963856399990618,1000
1.edge,1,RLF,WholePrime,85,0.60076820012182,1000
1.edge,1,RLF,Quotient,85,3.777090599760413,1000
1.edge,1,RLF,WholeGraph,86,3.974714699666947,1000
1.edge,1,Greedy,WholePrime,96,0.5078916996717453,1000
1.edge,1,Greedy,Quotient,85,3.7054502996616066,1000
1.edge,1,Greedy,WholeGraph,99,0.5275897001847625,1000
1.edge,1,DSatur,WholePrime,85,0.9598721996881068,1000
1.edge,1,DSatur,Quotient,85,3.7082881997339427,1000
1.edge,1,DSatur,WholeGraph,85,2.105675000231713,1000
1.edge,1,TabuCol,WholePrime,82,37.83828009990975,1000
1.edge,1,TabuCol,Quotient,85,10.188639299944043,1000
1.edge,1,TabuCol,WholeGraph,86,13.692910599987954,1000
10.edge,1,RLF,WholePrime,99,0.47946149995550513,1000
10.edge,1,RLF,Quotient,99,3.3783146999776363,1000
10.edge,1,RLF,WholeGraph,100,2.333749100100249,1000
10.edge,1,Greedy,WholePrime,107,0.33564369985833764,1000
10.edge,1,Greedy,Quotient,99,3.3855000999756157,1000
10.edge,1,Greedy,WholeGraph,107,0.46816370030865073,1000
10.edge,1,DSatur,WholePrime,95,0.6878605000674725,1000
10.edge,1,DSatur,Quotient,98,3.429319600109011,1000
10.edge,1,DSatur,WholeGraph,95,1.7338185999542475,1000
10.edge,1,TabuCol,WholePrime,95,32.50838409969583,1000
10.edge,1,TabuCol,Quotient,98,13.942300700116903,1000
10.edge,1,TabuCol,WholeGraph,100,14.549358500167727,1000
11.edge,1,RLF,WholePrime,88,0.2864718004129827,1000
11.edge,1,RLF,Quotient,88,2.3875937997363508,1000
11.edge,1,RLF,WholeGraph,88,1.9639742001891136,1000
11.edge,1,Greedy,WholePrime,93,0.22265670029446483,1000
11.edge,1,Greedy,Quotient,89,2.4734408003278077,1000
11.edge,1,Greedy,WholeGraph,94,0.310536399949342,1000
11.edge,1,DSatur,WholePrime,86,0.40528020029887557,1000
11.edge,1,DSatur,Quotient,88,2.5255996002815664,1000
11.edge,1,DSatur,WholeGraph,86,1.3684427002444863,1000
11.edge,1,TabuCol,WholePrime,86,19.555995299946517,1000
11.edge,1,TabuCol,Quotient,88,9.517862800043076,1000
11.edge,1,TabuCol,WholeGraph,88,15.748753299936652,1000
12.edge,1,RLF,WholePrime,167,0.8027034997940063,1000
12.edge,1,RLF,Quotient,164,4.522861200384796,1000
12.edge,1,RLF,WholeGraph,167,1.9947898001410067,1000
12.edge,1,Greedy,WholePrime,177,0.5512049002572894,1000
12.edge,1,Greedy,Quotient,165,4.765270299743861,1000
12.edge,1,Greedy,WholeGraph,177,1.3818983999080956,1000
12.edge,1,DSatur,WholePrime,163,1.1424455000087619,1000
12.edge,1,DSatur,Quotient,164,4.835447399877012,1000
12.edge,1,DSatur,WholeGraph,163,4.555003700312227,1000
12.edge,1,TabuCol,WholePrime,163,49.37574779987335,1000
12.edge,1,TabuCol,Quotient,164,16.81930910004303,1000
12.edge,1,TabuCol,WholeGraph,167,12.430312999989837,1000
13.edge,1,RLF,WholePrime,80,0.47105339961126447,1000
13.edge,1,RLF,Quotient,79,4.767972600180656,1000
13.edge,1,RLF,WholeGraph,80,3.4476478002034128,1000
13.edge,1,Greedy,WholePrime,90,0.3158404999412596,1000
13.edge,1,Greedy,Quotient,79,5.0887227999046445,1000
13.edge,1,Greedy,WholeGraph,90,0.24793240008875728,1000
13.edge,1,DSatur,WholePrime,79,0.6681721000932157,1000
13.edge,1,DSatur,Quotient,79,5.086465599946678,1000
13.edge,1,DSatur,WholeGraph,79,1.1297424002550542,1000
13.edge,1,TabuCol,WholePrime,79,25.491743399761617,1000
13.edge,1,TabuCol,Quotient,79,13.313674200326204,1000
13.edge,1,TabuCol,WholeGraph,80,12.142536700237542,1000
14.edge,1,RLF,WholePrime,169,1.098087599966675,1000
14.edge,1,RLF,Quotient,173,6.931973500177264,1000
14.edge,1,RLF,WholeGraph,169,2.052629299927503,1000
14.edge,1,Greedy,WholePrime,182,0.9292808999307454,1000
14.edge,1,Greedy,Quotient,176,6.851410700008273,1000
14.edge,1,Greedy,WholeGraph,184,1.3983090999536216,1000
14.edge,1,DSatur,WholePrime,169,1.5850434000603855,1000
14.edge,1,DSatur,Quotient,173,6.812988100107759,1000
14.edge,1,DSatur,WholeGraph,169,3.8310572002083063,1000
14.edge,1,TabuCol,WholePrime,162,44.57299540005624,1000
14.edge,1,TabuCol,Quotient,173,13.45285869995132,1000
14.edge,1,TabuCol,WholeGraph,169,10.710910600144416,1000
2.edge,1,RLF,WholePrime,85,1.8148321998305619,1000
2.edge,1,RLF,Quotient,87,20.96685600001365,1000
2.edge,1,RLF,WholeGraph,85,4.233707800041884,1000
2.edge,1,Greedy,WholePrime,98,0.8699932000599802,1000
2.edge,1,Greedy,Quotient,87,22.11542380042374,1000
2.edge,1,Greedy,WholeGraph,99,0.4376816996373236,1000
2.edge,1,DSatur,WholePrime,82,1.8882051999680698,1000
2.edge,1,DSatur,Quotient,87,20.159622100181878,1000
2.edge,1,DSatur,WholeGraph,82,1.6591598996892571,1000
